id,name,kind,class,source,asm,min_arch,cond,out_type,out_ctype,in_types,in_streams,in_bytes,out_bytes,n_vectors,insns_v73,insns_v75,insns_v79,insns_v81
56,Q6_Vw_vavg_VwVw_rnd,insn,int_round,Q6_Vw_vavg_VwVw_rnd,"Vd32.w=vavg(Vu32.w,Vv32.w):rnd",60,__HVX_ARCH__ >= 73,w,V,w/w/,int_a/int_b/none,128/128/0,128,1024,"v0.w = vavg(v0.w,v1.w):rnd","v0.w = vavg(v0.w,v1.w):rnd","v0.w = vavg(v0.w,v1.w):rnd","v0.w = vavg(v0.w,v1.w):rnd"
57,Q6_Vuh_vcl0_Vuh,insn,int_round,Q6_Vuh_vcl0_Vuh,Vd32.uh=vcl0(Vu32.uh),60,__HVX_ARCH__ >= 73,uh,V,uh//,int_a/none/none,128/0/0,128,1024,v0.uh = vcl0(v0.uh),v0.uh = vcl0(v0.uh),v0.uh = vcl0(v0.uh),v0.uh = vcl0(v0.uh)
58,Q6_Vuw_vcl0_Vuw,insn,int_round,Q6_Vuw_vcl0_Vuw,Vd32.uw=vcl0(Vu32.uw),60,__HVX_ARCH__ >= 73,uw,V,uw//,int_a/none/none,128/0/0,128,1024,v0.uw = vcl0(v0.uw),v0.uw = vcl0(v0.uw),v0.uw = vcl0(v0.uw),v0.uw = vcl0(v0.uw)
59,Q6_Vhf_equals_Vqf16,insn,qf_conv,Q6_Vhf_equals_Vqf16,Vd32.hf=Vu32.qf16,68,__HVX_ARCH__ >= 73,hf,V,qf16//,qf16_a/none/none,128/0/0,128,4096,v0.hf = v0.qf16,v0.hf = v0.qf16,v0.hf = v0.qf16,v0.hf = v0.qf16
60,Q6_Vhf_equals_Wqf32,insn,qf_conv,Q6_Vhf_equals_Wqf32,Vd32.hf=Vuu32.qf32,68,__HVX_ARCH__ >= 73,hf,V,qf32//,qf32_a/none/none,256/0/0,128,2048,v0.hf = v1:0.qf32,v0.hf = v1:0.qf32,v0.hf = v1:0.qf32,v0.hf = v1:0.qf32
61,Q6_Vsf_equals_Vqf32,insn,qf_conv,Q6_Vsf_equals_Vqf32,Vd32.sf=Vu32.qf32,68,__HVX_ARCH__ >= 73,sf,V,qf32//,qf32_a/none/none,128/0/0,128,4096,v0.sf = v0.qf32,v0.sf = v0.qf32,v0.sf = v0.qf32,v0.sf = v0.qf32
62,ieee.Q6_Vb_vcvt_VhfVhf,ieee,int_float_conv,Q6_Vb_vcvt_VhfVhf,"Vd32.b=vcvt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,b,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.b = vcvt(v0.hf,v1.hf)","v0.b = vcvt(v0.hf,v1.hf)","v0.b = vcvt(v0.hf,v1.hf)","v0.b = vcvt(v0.hf,v1.hf)"
63,cc.Q6_Vb_vcvt_VhfVhf,cc,int_float_conv,Q6_Vb_vcvt_VhfVhf,"Vd32.b=vcvt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,b,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.b = vcvt(v0.hf,v1.hf)","v0.b = vcvt(v0.hf,v1.hf)","allocframe(#0x0) | r29 = and(r29,#-0x80) | allocframe(#0x0) | deallocframe | call 0x10 <isa_probe+0x10> | dealloc_return","v2.h = v0.hf:rnd ; v3.h = v1.hf:rnd | v4.b = vpack(v3.h,v2.h):sat | v0.h = vshuff(v4.h)"
64,ieee.Q6_Vh_vcvt_Vhf,ieee,int_float_conv,Q6_Vh_vcvt_Vhf,Vd32.h=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,h,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.h = vcvt(v0.hf),v0.h = vcvt(v0.hf),v0.h = vcvt(v0.hf),v0.h = vcvt(v0.hf)
65,cc.Q6_Vh_vcvt_Vhf,cc,int_float_conv,Q6_Vh_vcvt_Vhf,Vd32.h=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,h,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.h = vcvt(v0.hf),v0.h = vcvt(v0.hf),"allocframe(#0x0) | r29 = and(r29,#-0x80) | allocframe(#0x0) | deallocframe | call 0x10 <isa_probe+0x10> | dealloc_return",v0.h = v0.hf:rnd
66,ieee.Q6_Whf_vcvt_Vb,ieee,int_float_conv,Q6_Whf_vcvt_Vb,Vdd32.hf=vcvt(Vu32.b),68,__HVX_ARCH__ >= 73,hf,W,b//,seq16/none/none,128/0/0,256,4096,v1:0.hf = vcvt(v0.b),v1:0.hf = vcvt(v0.b),v1:0.hf = vcvt(v0.b),v1:0.hf = vcvt(v0.b)
67,cc.Q6_Whf_vcvt_Vb,cc,int_float_conv,Q6_Whf_vcvt_Vb,Vdd32.hf=vcvt(Vu32.b),68,__HVX_ARCH__ >= 73,hf,W,b//,seq16/none/none,128/0/0,256,4096,v1:0.hf = vcvt(v0.b),v1:0.hf = vcvt(v0.b),v1.h = vdeal(v0.h) | v3:2.h = vunpack(v1.b) | v0.hf = v2.h ; v1.hf = v3.h,v1.h = vdeal(v0.h) | v3:2.h = vunpack(v1.b) | v0.hf = v2.h ; v1.hf = v3.h
68,ieee.Q6_Vhf_vcvt_Vh,ieee,int_float_conv,Q6_Vhf_vcvt_Vh,Vd32.hf=vcvt(Vu32.h),68,__HVX_ARCH__ >= 73,hf,V,h//,seq16/none/none,128/0/0,128,4096,v0.hf = vcvt(v0.h),v0.hf = vcvt(v0.h),v0.hf = vcvt(v0.h),v0.hf = vcvt(v0.h)
69,cc.Q6_Vhf_vcvt_Vh,cc,int_float_conv,Q6_Vhf_vcvt_Vh,Vd32.hf=vcvt(Vu32.h),68,__HVX_ARCH__ >= 73,hf,V,h//,seq16/none/none,128/0/0,128,4096,v0.hf = vcvt(v0.h),v0.hf = vcvt(v0.h),v0.hf = v0.h,v0.hf = v0.h
70,ieee.Q6_Vhf_vcvt_VsfVsf,ieee,ieee_form,Q6_Vhf_vcvt_VsfVsf,"Vd32.hf=vcvt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,hf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.hf = vcvt(v0.sf,v1.sf)","v0.hf = vcvt(v0.sf,v1.sf)","v0.hf = vcvt(v0.sf,v1.sf)","v0.hf = vcvt(v0.sf,v1.sf)"
71,cc.Q6_Vhf_vcvt_VsfVsf,cc,ieee_form,Q6_Vhf_vcvt_VsfVsf,"Vd32.hf=vcvt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,hf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.hf = vcvt(v0.sf,v1.sf)","v0.hf = vcvt(v0.sf,v1.sf)","v2 = vxor(v2,v2) | v0.qf32 = vadd(v0.sf,v2.sf) ; v1.qf32 = vadd(v1.sf,v2.sf) | v0.hf = v1:0.qf32",v0.qf32 = v0.sf ; v1.qf32 = v1.sf | v0.hf = v1:0.qf32
72,ieee.Q6_Whf_vcvt_Vub,ieee,int_float_conv,Q6_Whf_vcvt_Vub,Vdd32.hf=vcvt(Vu32.ub),68,__HVX_ARCH__ >= 73,hf,W,ub//,seq16/none/none,128/0/0,256,4096,v1:0.hf = vcvt(v0.ub),v1:0.hf = vcvt(v0.ub),v1:0.hf = vcvt(v0.ub),v1:0.hf = vcvt(v0.ub)
73,cc.Q6_Whf_vcvt_Vub,cc,int_float_conv,Q6_Whf_vcvt_Vub,Vdd32.hf=vcvt(Vu32.ub),68,__HVX_ARCH__ >= 73,hf,W,ub//,seq16/none/none,128/0/0,256,4096,v1:0.hf = vcvt(v0.ub),v1:0.hf = vcvt(v0.ub),v1.h = vdeal(v0.h) | v3:2.uh = vunpack(v1.ub) | v0.hf = v2.h ; v1.hf = v3.h,v1.h = vdeal(v0.h) | v3:2.uh = vunpack(v1.ub) | v0.hf = v2.h ; v1.hf = v3.h
74,ieee.Q6_Vhf_vcvt_Vuh,ieee,int_float_conv,Q6_Vhf_vcvt_Vuh,Vd32.hf=vcvt(Vu32.uh),68,__HVX_ARCH__ >= 73,hf,V,uh//,seq16/none/none,128/0/0,128,4096,v0.hf = vcvt(v0.uh),v0.hf = vcvt(v0.uh),v0.hf = vcvt(v0.uh),v0.hf = vcvt(v0.uh)
75,cc.Q6_Vhf_vcvt_Vuh,cc,int_float_conv,Q6_Vhf_vcvt_Vuh,Vd32.hf=vcvt(Vu32.uh),68,__HVX_ARCH__ >= 73,hf,V,uh//,seq16/none/none,128/0/0,128,4096,v0.hf = vcvt(v0.uh),v0.hf = vcvt(v0.uh),"immext(#0x80000000) ; r2 = ##-0x80000000 ; v1:0.uw = vzxt(v0.uh) | v2 = vsplat(r2) | v3.sf = v0.w ; v1.sf = v1.w | v4.qf32 = vadd(v3.sf,v2.sf) ; v5.qf32 = vadd(v1.sf,v2.sf) | v0.hf = v5:4.qf32",v1:0.uw = vzxt(v0.uh) | v2.sf = v0.w ; v1.sf = v1.w | v2.qf32 = v2.sf ; v3.qf32 = v1.sf | v0.hf = v3:2.qf32
76,ieee.Q6_Wsf_vcvt_Vhf,ieee,ieee_form,Q6_Wsf_vcvt_Vhf,Vdd32.sf=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,sf,W,hf//,hf_a/none/none,128/0/0,256,4096,v1:0.sf = vcvt(v0.hf),v1:0.sf = vcvt(v0.hf),v1:0.sf = vcvt(v0.hf),v1:0.sf = vcvt(v0.hf)
77,cc.Q6_Wsf_vcvt_Vhf,cc,ieee_form,Q6_Wsf_vcvt_Vhf,Vdd32.sf=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,sf,W,hf//,hf_a/none/none,128/0/0,256,4096,v1:0.sf = vcvt(v0.hf),v1:0.sf = vcvt(v0.hf),"r2 = #0x3c00 | v1.h = vsplat(r2) | v3:2.qf32 = vmpy(v0.hf,v1.hf) | v0.sf = v2.qf32 ; v1.sf = v3.qf32","r2 = #0x3c00 | v1.h = vsplat(r2) | v3:2.qf32 = vmpy(v0.hf,v1.hf) | v0.sf = v2.qf32 ; v1.sf = v3.qf32"
78,ieee.Q6_Vub_vcvt_VhfVhf,ieee,int_float_conv,Q6_Vub_vcvt_VhfVhf,"Vd32.ub=vcvt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,ub,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.ub = vcvt(v0.hf,v1.hf)","v0.ub = vcvt(v0.hf,v1.hf)","v0.ub = vcvt(v0.hf,v1.hf)","v0.ub = vcvt(v0.hf,v1.hf)"
79,cc.Q6_Vub_vcvt_VhfVhf,cc,int_float_conv,Q6_Vub_vcvt_VhfVhf,"Vd32.ub=vcvt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,ub,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.ub = vcvt(v0.hf,v1.hf)","v0.ub = vcvt(v0.hf,v1.hf)","allocframe(#0x0) | r29 = and(r29,#-0x80) | allocframe(#0x0) | deallocframe | call 0x10 <isa_probe+0x10> | dealloc_return","v2.h = v0.hf:rnd ; v3.h = v1.hf:rnd | v4.ub = vpack(v3.h,v2.h):sat | v0.h = vshuff(v4.h)"
80,ieee.Q6_Vuh_vcvt_Vhf,ieee,int_float_conv,Q6_Vuh_vcvt_Vhf,Vd32.uh=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,uh,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.uh = vcvt(v0.hf),v0.uh = vcvt(v0.hf),v0.uh = vcvt(v0.hf),v0.uh = vcvt(v0.hf)
81,cc.Q6_Vuh_vcvt_Vhf,cc,int_float_conv,Q6_Vuh_vcvt_Vhf,Vd32.uh=vcvt(Vu32.hf),68,__HVX_ARCH__ >= 73,uh,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.uh = vcvt(v0.hf),v0.uh = vcvt(v0.hf),"allocframe(#0x0) | r29 = and(r29,#-0x80) | allocframe(#0x0) | deallocframe | call 0x10 <isa_probe+0x10> | dealloc_return","immext(#0x38003800) ; r2 = ##0x38003800 ; r3 = #0x77ff ; r0 = #0x7bff | v3.qf16 = vmpy(v0.hf,r2.hf) ; r4 = #0x1 ; v1.h = v0.hf:rnd ; v2 = vxor(v2,v2) | v4.h = vsplat(r3) ; v5.h = vsplat(r0) ; v8.hf = vmax(v2.hf,v1.hf) | v6.hf = v3.qf16 ; q0 = vcmp.gt(v4.hf,v0.hf) | q0 |= vcmp.gt(v0.hf,v5.hf) | v7.h = v6.hf:rnd | v9.h = vasl(v7.h,r4) | v0 = vmux(q0,v8,v9)"
82,ieee.Q6_Vsf_vdmpy_VhfVhf,ieee,ieee_form,Q6_Vsf_vdmpy_VhfVhf,"Vd32.sf=vdmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,sf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.sf = vdmpy(v0.hf,v1.hf)","v0.sf = vdmpy(v0.hf,v1.hf)","v0.sf = vdmpy(v0.hf,v1.hf)","v0.sf = vdmpy(v0.hf,v1.hf)"
83,cc.Q6_Vsf_vdmpy_VhfVhf,cc,ieee_form,Q6_Vsf_vdmpy_VhfVhf,"Vd32.sf=vdmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,sf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.sf = vdmpy(v0.hf,v1.hf)","v0.sf = vdmpy(v0.hf,v1.hf)","v1:0.qf32 = vmpy(v0.hf,v1.hf) | v2.qf32 = vadd(v0.qf32,v1.qf32) | v0.sf = v2.qf32","v1:0.qf32 = vmpy(v0.hf,v1.hf) | v2.qf32 = vadd(v0.qf32,v1.qf32) | v0.sf = v2.qf32"
84,ieee.Q6_Vsf_vdmpyacc_VsfVhfVhf,ieee,ieee_form,Q6_Vsf_vdmpyacc_VsfVhfVhf,"Vx32.sf+=vdmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,sf,V,hf/hf/sf,hf_a/hf_b/sf_c,128/128/128,128,4096,"v0.sf += vdmpy(v1.hf,v2.hf)","v0.sf += vdmpy(v1.hf,v2.hf)","v0.sf += vdmpy(v1.hf,v2.hf)","v0.sf += vdmpy(v1.hf,v2.hf)"
85,cc.Q6_Vsf_vdmpyacc_VsfVhfVhf,cc,ieee_form,Q6_Vsf_vdmpyacc_VsfVhfVhf,"Vx32.sf+=vdmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,sf,V,hf/hf/sf,hf_a/hf_b/sf_c,128/128/128,128,4096,"v0.sf += vdmpy(v1.hf,v2.hf)","v0.sf += vdmpy(v1.hf,v2.hf)","v3:2.qf32 = vmpy(v1.hf,v2.hf) | v3.qf32 = vadd(v2.qf32,v3.qf32) | v4.qf32 = vadd(v3.qf32,v0.sf) | v0.sf = v4.qf32","v3:2.qf32 = vmpy(v1.hf,v2.hf) | v3.qf32 = vadd(v2.qf32,v3.qf32) | v4.qf32 = vadd(v3.qf32,v0.sf) | v0.sf = v4.qf32"
86,Q6_Vh_vdmpy_VubRb,insn,int_round,Q6_Vh_vdmpy_VubRb,"Vd32.h=vdmpy(Vu32.ub, Rt32.b)",60,__HVX_ARCH__ >= 73,h,V,ub/b/,int_a/int_b/none,128/128/0,128,1024,"v0.h = vdmpy(v0.ub,r0.b)","v0.h = vdmpy(v0.ub,r0.b)","v0.h = vdmpy(v0.ub,r0.b)","v0.h = vdmpy(v0.ub,r0.b)"
87,Q6_Vh_vdmpyacc_VhVubRb,insn,int_round,Q6_Vh_vdmpyacc_VhVubRb,"Vx32.h+=vdmpy(Vu32.ub, Rt32.b)",60,__HVX_ARCH__ >= 73,h,V,ub/b/h,int_a/int_b/int_c,128/128/128,128,1024,"v0.h += vdmpy(v1.ub,r0.b)","v0.h += vdmpy(v1.ub,r0.b)","v0.h += vdmpy(v1.ub,r0.b)","v0.h += vdmpy(v1.ub,r0.b)"
88,Q6_Wh_vdmpy_WubRb,insn,int_round,Q6_Wh_vdmpy_WubRb,"Vdd32.h=vdmpy(Vuu32.ub, Rt32.b)",60,__HVX_ARCH__ >= 73,h,W,ub/b/,int_a/int_b/none,256/128/0,256,1024,"v1:0.h = vdmpy(v1:0.ub,r0.b)","v1:0.h = vdmpy(v1:0.ub,r0.b)","v1:0.h = vdmpy(v1:0.ub,r0.b)","v1:0.h = vdmpy(v1:0.ub,r0.b)"
89,Q6_Wh_vdmpyacc_WhWubRb,insn,int_round,Q6_Wh_vdmpyacc_WhWubRb,"Vxx32.h+=vdmpy(Vuu32.ub, Rt32.b)",60,__HVX_ARCH__ >= 73,h,W,ub/b/h,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.h += vdmpy(v3:2.ub,r0.b)","v1:0.h += vdmpy(v3:2.ub,r0.b)","v1:0.h += vdmpy(v3:2.ub,r0.b)","v1:0.h += vdmpy(v3:2.ub,r0.b)"
90,Q6_Vw_vdmpy_VhRb,insn,int_round,Q6_Vw_vdmpy_VhRb,"Vd32.w=vdmpy(Vu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,V,h/b/,int_a/int_b/none,128/128/0,128,1024,"v0.w = vdmpy(v0.h,r0.b)","v0.w = vdmpy(v0.h,r0.b)","v0.w = vdmpy(v0.h,r0.b)","v0.w = vdmpy(v0.h,r0.b)"
91,Q6_Vw_vdmpyacc_VwVhRb,insn,int_round,Q6_Vw_vdmpyacc_VwVhRb,"Vx32.w+=vdmpy(Vu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,V,h/b/w,int_a/int_b/int_c,128/128/128,128,1024,"v0.w += vdmpy(v1.h,r0.b)","v0.w += vdmpy(v1.h,r0.b)","v0.w += vdmpy(v1.h,r0.b)","v0.w += vdmpy(v1.h,r0.b)"
92,Q6_Ww_vdmpy_WhRb,insn,int_round,Q6_Ww_vdmpy_WhRb,"Vdd32.w=vdmpy(Vuu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,W,h/b/,int_a/int_b/none,256/128/0,256,1024,"v1:0.w = vdmpy(v1:0.h,r0.b)","v1:0.w = vdmpy(v1:0.h,r0.b)","v1:0.w = vdmpy(v1:0.h,r0.b)","v1:0.w = vdmpy(v1:0.h,r0.b)"
93,Q6_Ww_vdmpyacc_WwWhRb,insn,int_round,Q6_Ww_vdmpyacc_WwWhRb,"Vxx32.w+=vdmpy(Vuu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,W,h/b/w,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.w += vdmpy(v3:2.h,r0.b)","v1:0.w += vdmpy(v3:2.h,r0.b)","v1:0.w += vdmpy(v3:2.h,r0.b)","v1:0.w += vdmpy(v3:2.h,r0.b)"
94,Q6_Vw_vdmpy_WhRh_sat,insn,int_round,Q6_Vw_vdmpy_WhRh_sat,"Vd32.w=vdmpy(Vuu32.h,Rt32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/,int_a/int_b/none,256/128/0,128,1024,"v0.w = vdmpy(v1:0.h,r0.h):sat","v0.w = vdmpy(v1:0.h,r0.h):sat","v0.w = vdmpy(v1:0.h,r0.h):sat","v0.w = vdmpy(v1:0.h,r0.h):sat"
95,Q6_Vw_vdmpyacc_VwWhRh_sat,insn,int_round,Q6_Vw_vdmpyacc_VwWhRh_sat,"Vx32.w+=vdmpy(Vuu32.h,Rt32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/w,int_a/int_b/int_c,256/128/128,128,1024,"v0.w += vdmpy(v3:2.h,r0.h):sat","v0.w += vdmpy(v3:2.h,r0.h):sat","v0.w += vdmpy(v3:2.h,r0.h):sat","v0.w += vdmpy(v3:2.h,r0.h):sat"
96,Q6_Vw_vdmpy_VhRh_sat,insn,int_round,Q6_Vw_vdmpy_VhRh_sat,"Vd32.w=vdmpy(Vu32.h,Rt32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/,int_a/int_b/none,128/128/0,128,1024,"v0.w = vdmpy(v0.h,r0.h):sat","v0.w = vdmpy(v0.h,r0.h):sat","v0.w = vdmpy(v0.h,r0.h):sat","v0.w = vdmpy(v0.h,r0.h):sat"
97,Q6_Vw_vdmpyacc_VwVhRh_sat,insn,int_round,Q6_Vw_vdmpyacc_VwVhRh_sat,"Vx32.w+=vdmpy(Vu32.h,Rt32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/w,int_a/int_b/int_c,128/128/128,128,1024,"v0.w += vdmpy(v1.h,r0.h):sat","v0.w += vdmpy(v1.h,r0.h):sat","v0.w += vdmpy(v1.h,r0.h):sat","v0.w += vdmpy(v1.h,r0.h):sat"
98,Q6_Vw_vdmpy_WhRuh_sat,insn,int_round,Q6_Vw_vdmpy_WhRuh_sat,"Vd32.w=vdmpy(Vuu32.h,Rt32.uh,#1):sat",60,__HVX_ARCH__ >= 73,w,V,h/uh/,int_a/int_b/none,256/128/0,128,1024,"v0.w = vdmpy(v1:0.h,r0.uh,#1):sat","v0.w = vdmpy(v1:0.h,r0.uh,#1):sat","v0.w = vdmpy(v1:0.h,r0.uh,#1):sat","v0.w = vdmpy(v1:0.h,r0.uh,#1):sat"
99,Q6_Vw_vdmpyacc_VwWhRuh_sat,insn,int_round,Q6_Vw_vdmpyacc_VwWhRuh_sat,"Vx32.w+=vdmpy(Vuu32.h,Rt32.uh,#1):sat",60,__HVX_ARCH__ >= 73,w,V,h/uh/w,int_a/int_b/int_c,256/128/128,128,1024,"v0.w += vdmpy(v3:2.h,r0.uh,#1):sat","v0.w += vdmpy(v3:2.h,r0.uh,#1):sat","v0.w += vdmpy(v3:2.h,r0.uh,#1):sat","v0.w += vdmpy(v3:2.h,r0.uh,#1):sat"
100,Q6_Vw_vdmpy_VhRuh_sat,insn,int_round,Q6_Vw_vdmpy_VhRuh_sat,"Vd32.w=vdmpy(Vu32.h,Rt32.uh):sat",60,__HVX_ARCH__ >= 73,w,V,h/uh/,int_a/int_b/none,128/128/0,128,1024,"v0.w = vdmpy(v0.h,r0.uh):sat","v0.w = vdmpy(v0.h,r0.uh):sat","v0.w = vdmpy(v0.h,r0.uh):sat","v0.w = vdmpy(v0.h,r0.uh):sat"
101,Q6_Vw_vdmpyacc_VwVhRuh_sat,insn,int_round,Q6_Vw_vdmpyacc_VwVhRuh_sat,"Vx32.w+=vdmpy(Vu32.h,Rt32.uh):sat",60,__HVX_ARCH__ >= 73,w,V,h/uh/w,int_a/int_b/int_c,128/128/128,128,1024,"v0.w += vdmpy(v1.h,r0.uh):sat","v0.w += vdmpy(v1.h,r0.uh):sat","v0.w += vdmpy(v1.h,r0.uh):sat","v0.w += vdmpy(v1.h,r0.uh):sat"
102,Q6_Vw_vdmpy_VhVh_sat,insn,int_round,Q6_Vw_vdmpy_VhVh_sat,"Vd32.w=vdmpy(Vu32.h,Vv32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/,int_a/int_b/none,128/128/0,128,1024,"v0.w = vdmpy(v0.h,v1.h):sat","v0.w = vdmpy(v0.h,v1.h):sat","v0.w = vdmpy(v0.h,v1.h):sat","v0.w = vdmpy(v0.h,v1.h):sat"
103,Q6_Vw_vdmpyacc_VwVhVh_sat,insn,int_round,Q6_Vw_vdmpyacc_VwVhVh_sat,"Vx32.w+=vdmpy(Vu32.h,Vv32.h):sat",60,__HVX_ARCH__ >= 73,w,V,h/h/w,int_a/int_b/int_c,128/128/128,128,1024,"v0.w += vdmpy(v1.h,v2.h):sat","v0.w += vdmpy(v1.h,v2.h):sat","v0.w += vdmpy(v1.h,v2.h):sat","v0.w += vdmpy(v1.h,v2.h):sat"
104,ieee.Q6_Vhf_vfmax_VhfVhf,ieee,ieee_form,Q6_Vhf_vfmax_VhfVhf,"Vd32.hf=vfmax(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vfmax(v0.hf,v1.hf)","v0.hf = vfmax(v0.hf,v1.hf)","v0.hf = vfmax(v0.hf,v1.hf)","v0.hf = vfmax(v0.hf,v1.hf)"
105,cc.Q6_Vhf_vfmax_VhfVhf,cc,ieee_form,Q6_Vhf_vfmax_VhfVhf,"Vd32.hf=vfmax(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vfmax(v0.hf,v1.hf)","v0.hf = vfmax(v0.hf,v1.hf)","v0.hf = vmax(v0.hf,v1.hf)","v0.hf = vmax(v0.hf,v1.hf)"
106,ieee.Q6_Vsf_vfmax_VsfVsf,ieee,ieee_form,Q6_Vsf_vfmax_VsfVsf,"Vd32.sf=vfmax(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vfmax(v0.sf,v1.sf)","v0.sf = vfmax(v0.sf,v1.sf)","v0.sf = vfmax(v0.sf,v1.sf)","v0.sf = vfmax(v0.sf,v1.sf)"
107,cc.Q6_Vsf_vfmax_VsfVsf,cc,ieee_form,Q6_Vsf_vfmax_VsfVsf,"Vd32.sf=vfmax(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vfmax(v0.sf,v1.sf)","v0.sf = vfmax(v0.sf,v1.sf)","v0.sf = vmax(v0.sf,v1.sf)","v0.sf = vmax(v0.sf,v1.sf)"
108,ieee.Q6_Vhf_vfmin_VhfVhf,ieee,ieee_form,Q6_Vhf_vfmin_VhfVhf,"Vd32.hf=vfmin(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vfmin(v0.hf,v1.hf)","v0.hf = vfmin(v0.hf,v1.hf)","v0.hf = vfmin(v0.hf,v1.hf)","v0.hf = vfmin(v0.hf,v1.hf)"
109,cc.Q6_Vhf_vfmin_VhfVhf,cc,ieee_form,Q6_Vhf_vfmin_VhfVhf,"Vd32.hf=vfmin(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vfmin(v0.hf,v1.hf)","v0.hf = vfmin(v0.hf,v1.hf)","v0.hf = vmin(v0.hf,v1.hf)","v0.hf = vmin(v0.hf,v1.hf)"
110,ieee.Q6_Vsf_vfmin_VsfVsf,ieee,ieee_form,Q6_Vsf_vfmin_VsfVsf,"Vd32.sf=vfmin(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vfmin(v0.sf,v1.sf)","v0.sf = vfmin(v0.sf,v1.sf)","v0.sf = vfmin(v0.sf,v1.sf)","v0.sf = vfmin(v0.sf,v1.sf)"
111,cc.Q6_Vsf_vfmin_VsfVsf,cc,ieee_form,Q6_Vsf_vfmin_VsfVsf,"Vd32.sf=vfmin(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vfmin(v0.sf,v1.sf)","v0.sf = vfmin(v0.sf,v1.sf)","v0.sf = vmin(v0.sf,v1.sf)","v0.sf = vmin(v0.sf,v1.sf)"
